GEO Series ID (GSE___),organism_old,organism,common_name,display_name
GSE247382,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE243228,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE241937,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE210915,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE214389,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE210398,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE246540,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE246539,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE246538,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE212267,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE212266,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE212265,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE252552,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE251809,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE252282,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE192812,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE252284,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE252283,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE252281,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE250286,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE241958,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE250424,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE192417,Bos taurus,Bos taurus,Cow,Cow (Bos taurus)
GSE248957,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE221732,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE232808,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE244698,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE244697,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE247420,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE241052,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE239657,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE237245,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE244255,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE247036,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE244254,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE234729,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE247038,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE234524,Bos taurus,Bos taurus,Cow,Cow (Bos taurus)
GSE202129,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE245223,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE245217,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE225160,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE245763,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE230532,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE228151,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE228150,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE228149,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE244241,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE220756,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE184927,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE184925,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE184915,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE222035,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE222032,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE222031,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE222030,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE243258,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE217821,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE222092,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE226430,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE226417,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE223825,Macaca mulatta,Macaca mulatta,Rhesus macaque,Rhesus macaque (Macaca mulatta)
GSE184450,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE241836,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE157552,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE197385,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE190017,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE203507,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE211194,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE211194,Rattus norvegicus,Rattus norvegicus,Rat,Rat (Rattus norvegicus)
GSE223748,Notamacropus eugenii,Notamacropus eugenii,Tammar wallaby,Tammar wallaby (Notamacropus eugenii)
GSE223748,Dasypus novemcinctus,Dasypus novemcinctus,Armadillo,Armadillo (Dasypus novemcinctus)
GSE223748,Macaca mulatta,Macaca mulatta,Rhesus macaque,Rhesus macaque (Macaca mulatta)
GSE223748,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE223748,Sus scrofa,Sus scrofa,Wild boar,Wild boar (Sus scrofa)
GSE223748,Bos taurus,Bos taurus,Cow,Cow (Bos taurus)
GSE223748,Oryctolagus cuniculus,Oryctolagus cuniculus,Rabbit,Rabbit (Oryctolagus cuniculus)
GSE223748,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE223748,Rattus norvegicus,Rattus norvegicus,Rat,Rat (Rattus norvegicus)
GSE223748,taxid:9267,Didelphis virginiana,North American Opossum,North American Opossum (Didelphis virginiana)
GSE223748,taxid:9268,Didelphis marsupialis,Southern Opossum,Southern Opossum (Didelphis marsupialis)
GSE223748,taxid:9305,Sarcophilus harrisii,Tasmanian Devil,Tasmanian Devil (Sarcophilus harrisii)
GSE223748,taxid:9313,Notamacropus agilis,Agile Wallaby,Agile Wallaby (Notamacropus agilis)
GSE223748,taxid:9316,Macropus fuliginosus,Western Gray Kangaroo,Western Gray Kangaroo (Macropus fuliginosus)
GSE223748,taxid:9317,Macropus giganteus,Eastern Gray Kangaroo,Eastern Gray Kangaroo (Macropus giganteus)
GSE223748,taxid:9319,Osphranter robustus,Common Wallaroo,Common Wallaroo (Osphranter robustus)
GSE223748,taxid:9321,Osphranter rufus,Red Kangaroo,Red Kangaroo (Osphranter rufus)
GSE223748,taxid:9351,Tamandua mexicana,Mexican Collared Anteater,Mexican Collared Anteater (Tamandua mexicana)
GSE223748,taxid:9355,Bradypus variegatus,Brown-Throated Sloth,Brown-Throated Sloth (Bradypus variegatus)
GSE223748,taxid:9358,Choloepus hoffmanni,Hoffmann's Two-Fingered Sloth,Hoffmann's Two-Fingered Sloth (Choloepus hoffmanni)
GSE223748,taxid:9365,Erinaceus europaeus,Western European Hedgehog,Western European Hedgehog (Erinaceus europaeus)
GSE223748,taxid:9368,Atelerix albiventris,Middle-African Hedgehog,Middle-African Hedgehog (Atelerix albiventris)
GSE223748,taxid:9371,Echinops telfairi,Small Madagascar Hedgehog,Small Madagascar Hedgehog (Echinops telfairi)
GSE223748,taxid:9378,Suncus murinus,House Shrew,House Shrew (Suncus murinus)
GSE223748,taxid:9384,Sorex hoyi,American Pygmy Shrew,American Pygmy Shrew (Sorex hoyi)
GSE223748,taxid:9387,Blarina brevicauda,Short-Tailed Shrew,Short-Tailed Shrew (Blarina brevicauda)
GSE223748,taxid:9391,Amblysomus hottentotus,Hottentot Golden Mole,Hottentot Golden Mole (Amblysomus hottentotus)
GSE223748,taxid:9403,Pteropus poliocephalus,Gray-Headed Flying Fox,Gray-Headed Flying Fox (Pteropus poliocephalus)
GSE223748,taxid:9405,Pteropus hypomelanus,Small Flying Fox,Small Flying Fox (Pteropus hypomelanus)
GSE223748,taxid:9407,Rousettus aegyptiacus,Egyptian Rousette,Egyptian Rousette (Rousettus aegyptiacus)
GSE223748,taxid:9417,Artibeus jamaicensis,Jamaican Fruit-Eating Bat,Jamaican Fruit-Eating Bat (Artibeus jamaicensis)
GSE223748,taxid:9423,Phyllostomus hastatus,Greater Spear-Nosed Bat,Greater Spear-Nosed Bat (Phyllostomus hastatus)
GSE223748,taxid:9430,Desmodus rotundus,Common Vampire Bat,Common Vampire Bat (Desmodus rotundus)
GSE223748,taxid:9438,Tadarida brasiliensis,Brazilian Free-Tailed Bat,Brazilian Free-Tailed Bat (Tadarida brasiliensis)
GSE223748,taxid:9440,Antrozous pallidus,Pallid Bat,Pallid Bat (Antrozous pallidus)
GSE223748,taxid:9447,Lemur catta,Ring-Tailed Lemur,Ring-Tailed Lemur (Lemur catta)
GSE223748,taxid:9455,Varecia variegata,Ruffed Lemur,Ruffed Lemur (Varecia variegata)
GSE223748,taxid:9460,Cheirogaleus medius,Lesser Dwarf Lemur,Lesser Dwarf Lemur (Cheirogaleus medius)
GSE223748,taxid:9463,Otolemur crassicaudatus,Thick-Tailed Bush Baby,Thick-Tailed Bush Baby (Otolemur crassicaudatus)
GSE223748,taxid:9468,Loris tardigradus,Slender Loris,Slender Loris (Loris tardigradus)
GSE223748,taxid:9470,Nycticebus coucang,Slow Loris,Slow Loris (Nycticebus coucang)
GSE223748,taxid:9472,Perodicticus potto,Potto,Potto (Perodicticus potto)
GSE223748,taxid:9483,Callithrix jacchus,White-Tufted-Ear Marmoset,White-Tufted-Ear Marmoset (Callithrix jacchus)
GSE223748,taxid:9557,Papio hamadryas,Hamadryas Baboon,Hamadryas Baboon (Papio hamadryas)
GSE223748,taxid:9593,Gorilla gorilla,Western Gorilla,Western Gorilla (Gorilla gorilla)
GSE223748,taxid:9598,Pan troglodytes,Chimpanzee,Chimpanzee (Pan troglodytes)
GSE223748,taxid:9600,Pongo pygmaeus,Bornean Orangutan,Bornean Orangutan (Pongo pygmaeus)
GSE223748,taxid:9614,Canis latrans,Coyote,Coyote (Canis latrans)
GSE223748,taxid:9615,Canis lupus,Wolf,Wolf (Canis lupus)
GSE223748,taxid:9622,Lycaon pictus,African Hunting Dog,African Hunting Dog (Lycaon pictus)
GSE223748,taxid:9627,Vulpes vulpes,Red Fox,Red Fox (Vulpes vulpes)
GSE223748,taxid:9643,Ursus americanus,American Black Bear,American Black Bear (Ursus americanus)
GSE223748,taxid:9660,Martes americana,American Marten,American Marten (Martes americana)
GSE223748,taxid:9669,Mustela putorius,European Polecat,European Polecat (Mustela putorius)
GSE223748,taxid:9678,Crocuta crocuta,Spotted Hyena,Spotted Hyena (Crocuta crocuta)
GSE223748,taxid:9685,Felis catus,Domestic Cat,Domestic Cat (Felis catus)
GSE223748,taxid:9689,Panthera leo,Lion,Lion (Panthera leo)
GSE223748,taxid:9694,Panthera tigris,Tiger,Tiger (Panthera tigris)
GSE223748,taxid:9696,Puma concolor,Puma,Puma (Puma concolor)
GSE223748,taxid:9704,Zalophus californianus,California Sea Lion,California Sea Lion (Zalophus californianus)
GSE223748,taxid:9708,Odobenus rosmarus,Walrus,Walrus (Odobenus rosmarus)
GSE223748,taxid:9720,Phoca vitulina,Harbor Seal,Harbor Seal (Phoca vitulina)
GSE223748,taxid:9728,Delphinus delphis,Saddleback Dolphin,Saddleback Dolphin (Delphinus delphis)
GSE223748,taxid:9733,Orcinus orca,Killer Whale,Killer Whale (Orcinus orca)
GSE223748,taxid:9739,Tursiops truncatus,Common Bottlenose Dolphin,Common Bottlenose Dolphin (Tursiops truncatus)
GSE223748,taxid:9742,Phocoena phocoena,Harbor Porpoise,Harbor Porpoise (Phocoena phocoena)
GSE223748,taxid:9749,Delphinapterus leucas,Beluga Whale,Beluga Whale (Delphinapterus leucas)
GSE223748,taxid:9755,Physeter macrocephalus,Sperm Whale,Sperm Whale (Physeter macrocephalus)
GSE223748,taxid:9768,Balaenoptera borealis,Sei Whale,Sei Whale (Balaenoptera borealis)
GSE223748,taxid:9771,Balaenoptera musculus,Blue Whale,Blue Whale (Balaenoptera musculus)
GSE223748,taxid:9773,Megaptera novaeangliae,Humpback Whale,Humpback Whale (Megaptera novaeangliae)
GSE223748,taxid:9778,Trichechus manatus,West Indian Manatee,West Indian Manatee (Trichechus manatus)
GSE223748,taxid:9783,Elephas maximus,Asiatic Elephant,Asiatic Elephant (Elephas maximus)
GSE223748,taxid:9785,Loxodonta africana,African Savanna Elephant,African Savanna Elephant (Loxodonta africana)
GSE223748,taxid:9792,Equus grevyi,Grevy's Zebra,Grevy's Zebra (Equus grevyi)
GSE223748,taxid:9796,Equus caballus,Horse,Horse (Equus caballus)
GSE223748,taxid:9805,Diceros bicornis,Black Rhinoceros,Black Rhinoceros (Diceros bicornis)
GSE223748,taxid:9809,Rhinoceros unicornis,Greater Indian Rhinoceros,Greater Indian Rhinoceros (Rhinoceros unicornis)
GSE223748,taxid:9813,Procavia capensis,Cape Rock Hyrax,Cape Rock Hyrax (Procavia capensis)
GSE223748,taxid:9818,Orycteropus afer,Aardvark,Aardvark (Orycteropus afer)
GSE223748,taxid:9825,Sus scrofa,Wild boar,Wild boar (Sus scrofa)
GSE223748,taxid:9858,Capreolus capreolus,Western Roe Deer,Western Roe Deer (Capreolus capreolus)
GSE223748,taxid:9860,Cervus elaphus,Red Deer,Red Deer (Cervus elaphus)
GSE223748,taxid:9874,Odocoileus virginianus,White-Tailed Deer,White-Tailed Deer (Odocoileus virginianus)
GSE223748,taxid:9887,Muntiacus vaginalis,Northern Red Muntjac,Northern Red Muntjac (Muntiacus vaginalis)
GSE223748,taxid:9894,Giraffa camelopardalis,Giraffe,Giraffe (Giraffa camelopardalis)
GSE223748,taxid:9897,Aepyceros melampus,Impala,Impala (Aepyceros melampus)
GSE223748,taxid:9925,Capra hircus,Goat,Goat (Capra hircus)
GSE223748,taxid:9940,Ovis aries,Sheep,Sheep (Ovis aries)
GSE223748,taxid:9945,Tragelaphus oryx,Common Eland,Common Eland (Tragelaphus oryx)
GSE223748,taxid:9946,Tragelaphus strepsiceros,Greater Kudu,Greater Kudu (Tragelaphus strepsiceros)
GSE223748,taxid:9947,Tragelaphus imberbis,Lesser Kudu,Lesser Kudu (Tragelaphus imberbis)
GSE223748,taxid:9978,Ochotona princeps,American Pika,American Pika (Ochotona princeps)
GSE223748,taxid:9988,Sylvilagus floridanus,Eastern Cottontail,Eastern Cottontail (Sylvilagus floridanus)
GSE223748,taxid:9995,Marmota monax,Woodchuck,Woodchuck (Marmota monax)
GSE223748,taxid:10009,Tamiasciurus hudsonicus,American Red Squirrel,American Red Squirrel (Tamiasciurus hudsonicus)
GSE223748,taxid:10029,Cricetulus griseus,Chinese Hamster,Chinese Hamster (Cricetulus griseus)
GSE223748,taxid:10030,Cricetulus longicaudatus,Long-Tailed Hamster,Long-Tailed Hamster (Cricetulus longicaudatus)
GSE223748,taxid:10036,Mesocricetus auratus,Golden Hamster,Golden Hamster (Mesocricetus auratus)
GSE223748,taxid:10041,Peromyscus leucopus,White-Footed Mouse,White-Footed Mouse (Peromyscus leucopus)
GSE223748,taxid:10042,Peromyscus maniculatus,North American Deer Mouse,North American Deer Mouse (Peromyscus maniculatus)
GSE223748,taxid:10047,Meriones unguiculatus,Mongolian Gerbil,Mongolian Gerbil (Meriones unguiculatus)
GSE223748,taxid:10058,Microtus pennsylvanicus,Meadow Vole,Meadow Vole (Microtus pennsylvanicus)
GSE223748,taxid:10060,Ondatra zibethicus,Muskrat,Muskrat (Ondatra zibethicus)
GSE223748,taxid:10068,Acomys cahirinus,Egyptian Spiny Mouse,Egyptian Spiny Mouse (Acomys cahirinus)
GSE223748,taxid:10085,Cricetomys gambianus,Gambian Giant Pouched Rat,Gambian Giant Pouched Rat (Cricetomys gambianus)
GSE223748,taxid:10105,Mus minutoides,Southern African Pygmy Mouse,Southern African Pygmy Mouse (Mus minutoides)
GSE223748,taxid:10117,Rattus rattus,Black Rat,Black Rat (Rattus rattus)
GSE223748,taxid:10129,Apodemus sylvaticus,European Woodmouse,European Woodmouse (Apodemus sylvaticus)
GSE223748,taxid:10137,Hystrix cristata,Crested Porcupine,Crested Porcupine (Hystrix cristata)
GSE223748,taxid:10141,Cavia porcellus,Domestic Guinea Pig,Domestic Guinea Pig (Cavia porcellus)
GSE223748,taxid:10146,Galea musteloides,Cuis,Cuis (Galea musteloides)
GSE223748,taxid:10149,Hydrochoerus hydrochaeris,Capybara,Capybara (Hydrochoerus hydrochaeris)
GSE223748,taxid:10157,Myocastor coypus,Nutria,Nutria (Myocastor coypus)
GSE223748,taxid:10171,Bathyergus janetta,Namaqua Dune Mole-Rat,Namaqua Dune Mole-Rat (Bathyergus janetta)
GSE223748,taxid:10172,Bathyergus suillus,Cape Dune Mole-Rat,Cape Dune Mole-Rat (Bathyergus suillus)
GSE223748,taxid:10175,Cryptomys hottentotus,Hottentot Mole-Rat,Hottentot Mole-Rat (Cryptomys hottentotus)
GSE223748,taxid:10177,Georychus capensis,Cape Mole-Rat,Cape Mole-Rat (Georychus capensis)
GSE223748,taxid:10181,Heterocephalus glaber,Naked Mole-Rat,Naked Mole-Rat (Heterocephalus glaber)
GSE223748,taxid:13514,Eulemur coronatus,Crowned Lemur,Crowned Lemur (Eulemur coronatus)
GSE223748,taxid:13515,Eulemur fulvus,Brown Lemur,Brown Lemur (Eulemur fulvus)
GSE223748,taxid:13557,Hapalemur griseus,Bamboo Lemur,Bamboo Lemur (Hapalemur griseus)
GSE223748,taxid:13616,Monodelphis domestica,Gray Short-Tailed Opossum,Gray Short-Tailed Opossum (Monodelphis domestica)
GSE223748,taxid:27591,Nanger granti,Grant's Gazelle,Grant's Gazelle (Nanger granti)
GSE223748,taxid:27602,Balaena mysticetus,Bowhead Whale,Bowhead Whale (Balaena mysticetus)
GSE223748,taxid:27610,Lagenorhynchus albirostris,White-Beaked Dolphin,White-Beaked Dolphin (Lagenorhynchus albirostris)
GSE223748,taxid:27622,Molossus molossus,Pallas's Mastiff Bat,Pallas's Mastiff Bat (Molossus molossus)
GSE223748,taxid:27670,Nycticeius humeralis,Evening Bat,Evening Bat (Nycticeius humeralis)
GSE223748,taxid:27675,Choloepus didactylus,Southern Two-Toed Sloth,Southern Two-Toed Sloth (Choloepus didactylus)
GSE223748,taxid:28737,Elephantulus edwardii,Cape Elephant Shrew,Cape Elephant Shrew (Elephantulus edwardii)
GSE223748,taxid:29078,Eptesicus fuscus,Big Brown Bat,Big Brown Bat (Eptesicus fuscus)
GSE223748,taxid:29080,Chaetophractus villosus,Large Hairy Armadillo,Large Hairy Armadillo (Chaetophractus villosus)
GSE223748,taxid:29082,Macroscelides proboscideus,Short-Eared Elephant Shrew,Short-Eared Elephant Shrew (Macroscelides proboscideus)
GSE223748,taxid:29139,Vombatus ursinus,Common Wombat,Common Wombat (Vombatus ursinus)
GSE223748,taxid:30538,Vicugna pacos,Alpaca,Alpaca (Vicugna pacos)
GSE223748,taxid:30581,Sylvilagus audubonii,Desert Cottontail,Desert Cottontail (Sylvilagus audubonii)
GSE223748,taxid:30601,Propithecus tattersalli,Tattersall's Sifaka,Tattersall's Sifaka (Propithecus tattersalli)
GSE223748,taxid:30602,Eulemur macaco,Black Lemur,Black Lemur (Eulemur macaco)
GSE223748,taxid:30608,Microcebus murinus,Gray Mouse Lemur,Gray Mouse Lemur (Microcebus murinus)
GSE223748,taxid:30609,Galago moholi,Moholi Bushbaby,Moholi Bushbaby (Galago moholi)
GSE223748,taxid:30637,Nannospalax ehrenbergi,Ehrenberg's Mole-Rat,Ehrenberg's Mole-Rat (Nannospalax ehrenbergi)
GSE223748,taxid:30640,Sciurus carolinensis,Gray Squirrel,Gray Squirrel (Sciurus carolinensis)
GSE223748,taxid:31869,Daubentonia madagascariensis,Aye-Aye,Aye-Aye (Daubentonia madagascariensis)
GSE223748,taxid:32536,Acinonyx jubatus,Cheetah,Cheetah (Acinonyx jubatus)
GSE223748,taxid:33562,Dromiciops gliroides,Monito Del Monte,Monito Del Monte (Dromiciops gliroides)
GSE223748,taxid:34828,Eulemur mongoz,Mongoose Lemur,Mongoose Lemur (Eulemur mongoz)
GSE223748,taxid:34829,Eulemur rubriventer,Red-Bellied Lemur,Red-Bellied Lemur (Eulemur rubriventer)
GSE223748,taxid:34839,Chinchilla lanigera,Long-Tailed Chinchilla,Long-Tailed Chinchilla (Chinchilla lanigera)
GSE223748,taxid:34844,Erethizon dorsatum,North American Porcupine,North American Porcupine (Erethizon dorsatum)
GSE223748,taxid:34861,Sciurus niger,Fox Squirrel,Fox Squirrel (Sciurus niger)
GSE223748,taxid:34873,Oreamnos americanus,Mountain Goat,Mountain Goat (Oreamnos americanus)
GSE223748,taxid:34882,Enhydra lutris,Sea Otter,Sea Otter (Enhydra lutris)
GSE223748,taxid:34886,Eumetopias jubatus,Steller Sea Lion,Steller Sea Lion (Eumetopias jubatus)
GSE223748,taxid:36803,Sorex cinereus,Cinereus Shrew,Cinereus Shrew (Sorex cinereus)
GSE223748,taxid:37032,Suricata suricatta,Meerkat,Meerkat (Suricata suricatta)
GSE223748,taxid:37186,Hippotragus equinus,Roan Antelope,Roan Antelope (Hippotragus equinus)
GSE223748,taxid:37189,Hippotragus niger,Sable Antelope,Sable Antelope (Hippotragus niger)
GSE223748,taxid:37347,Tupaia belangeri,Northern Tree Shrew,Northern Tree Shrew (Tupaia belangeri)
GSE223748,taxid:37548,Cavia aperea,Brazilian Guinea Pig,Brazilian Guinea Pig (Cavia aperea)
GSE223748,taxid:37696,Caenolestes fuliginosus,Silky Shrew Opossum,Silky Shrew Opossum (Caenolestes fuliginosus)
GSE223748,taxid:38241,Globicephala macrorhynchus,Short-Finned Pilot Whale,Short-Finned Pilot Whale (Globicephala macrorhynchus)
GSE223748,taxid:38626,Phascolarctos cinereus,Koala,Koala (Phascolarctos cinereus)
GSE223748,taxid:39030,Apodemus agrarius,Eurasian Field Mouse,Eurasian Field Mouse (Apodemus agrarius)
GSE223748,taxid:39089,Phoca groenlandica,Harp Seal,Harp Seal (Phoca groenlandica)
GSE223748,taxid:40233,Carollia perspicillata,Seba's Short-Tailed Bat,Seba's Short-Tailed Bat (Carollia perspicillata)
GSE223748,taxid:42346,Ochotona rufescens,Afghan Pika,Afghan Pika (Ochotona rufescens)
GSE223748,taxid:42410,Peromyscus eremicus,Cactus Mouse,Cactus Mouse (Peromyscus eremicus)
GSE223748,taxid:42413,Peromyscus polionotus,Oldfield Mouse,Oldfield Mouse (Peromyscus polionotus)
GSE223748,taxid:42520,Peromyscus californicus,California Mouse,California Mouse (Peromyscus californicus)
GSE223748,taxid:43179,Ictidomys tridecemlineatus,Thirteen-Lined Ground Squirrel,Thirteen-Lined Ground Squirrel (Ictidomys tridecemlineatus)
GSE223748,taxid:45474,Tamias striatus,Eastern Chipmunk,Eastern Chipmunk (Tamias striatus)
GSE223748,taxid:45482,Glaucomys sabrinus,Northern Flying Squirrel,Northern Flying Squirrel (Glaucomys sabrinus)
GSE223748,taxid:46167,Steno bredanensis,Rough-Toothed Dolphin,Rough-Toothed Dolphin (Steno bredanensis)
GSE223748,taxid:46219,Sorex palustris,American Water Shrew,American Water Shrew (Sorex palustris)
GSE223748,taxid:47178,Eulemur fulvus,Brown Lemur,Brown Lemur (Eulemur fulvus)
GSE223748,taxid:47665,Cricetiscus campbelli,Campbell's Desert Hamster,Campbell's Desert Hamster (Cricetiscus campbelli)
GSE223748,taxid:48086,Lepus americanus,Snowshoe Hare,Snowshoe Hare (Lepus americanus)
GSE223748,taxid:48087,Lepus californicus,Black-Tailed Jackrabbit,Black-Tailed Jackrabbit (Lepus californicus)
GSE223748,taxid:48745,Mesoplodon bidens,Sowerby's Beaked Whale,Sowerby's Beaked Whale (Mesoplodon bidens)
GSE223748,taxid:48850,Tamandua tetradactyla,Southern Tamandua,Southern Tamandua (Tamandua tetradactyla)
GSE223748,taxid:48852,Cabassous unicinctus,Southern Naked-Tailed Armadillo,Southern Naked-Tailed Armadillo (Cabassous unicinctus)
GSE223748,taxid:48897,Hylomys suillus,Short-Tailed Gymnure,Short-Tailed Gymnure (Hylomys suillus)
GSE223748,taxid:50378,Sylvilagus nuttallii,Mountain Cottontail,Mountain Cottontail (Sylvilagus nuttallii)
GSE223748,taxid:50862,Urocitellus columbianus,Columbian Ground Squirrel,Columbian Ground Squirrel (Urocitellus columbianus)
GSE223748,taxid:50954,Talpa occidentalis,Iberian Mole,Iberian Mole (Talpa occidentalis)
GSE223748,taxid:51298,Myotis myotis,Greater Mouse-Eared Bat,Greater Mouse-Eared Bat (Myotis myotis)
GSE223748,taxid:51300,Nyctalus noctula,Noctule,Noctule (Nyctalus noctula)
GSE223748,taxid:51337,Jaculus jaculus,Lesser Egyptian Jerboa,Lesser Egyptian Jerboa (Jaculus jaculus)
GSE223748,taxid:51338,Castor canadensis,American Beaver,American Beaver (Castor canadensis)
GSE223748,taxid:51342,Aplodontia rufa,Mountain Beaver,Mountain Beaver (Aplodontia rufa)
GSE223748,taxid:52231,Callithrix geoffroyi,Geoffroy's Marmoset,Geoffroy's Marmoset (Callithrix geoffroyi)
GSE223748,taxid:54180,Trachypithecus francoisi,Francois's Langur,Francois's Langur (Trachypithecus francoisi)
GSE223748,taxid:58060,Cynopterus brachyotis,Lesser Short-Nosed Fruit Bat,Lesser Short-Nosed Fruit Bat (Cynopterus brachyotis)
GSE223748,taxid:59463,Myotis lucifugus,Little Brown Bat,Little Brown Bat (Myotis lucifugus)
GSE223748,taxid:59474,Pipistrellus pipistrellus,Common Pipistrelle,Common Pipistrelle (Pipistrellus pipistrellus)
GSE223748,taxid:59479,Rhinolophus ferrumequinum,Greater Horseshoe Bat,Greater Horseshoe Bat (Rhinolophus ferrumequinum)
GSE223748,taxid:59482,Saccopteryx bilineata,Greater Sac-Winged Bat,Greater Sac-Winged Bat (Saccopteryx bilineata)
GSE223748,taxid:59515,Addax nasomaculatus,Addax,Addax (Addax nasomaculatus)
GSE223748,taxid:59523,Antidorcas marsupialis,Springbok,Springbok (Antidorcas marsupialis)
GSE223748,taxid:59532,Kobus megaceros,Nile Lechwe,Nile Lechwe (Kobus megaceros)
GSE223748,taxid:60711,Chlorocebus sabaeus,Green Monkey,Green Monkey (Chlorocebus sabaeus)
GSE223748,taxid:61156,Arvicanthis niloticus,Nile Rat,Nile Rat (Arvicanthis niloticus)
GSE223748,taxid:61384,Lynx rufus,Bobcat,Bobcat (Lynx rufus)
GSE223748,taxid:61862,Plecotus auritus,Brown Big-Eared Bat,Brown Big-Eared Bat (Plecotus auritus)
GSE223748,taxid:61872,Ctenomys lewisi,Lewis's Tuco-Tuco,Lewis's Tuco-Tuco (Ctenomys lewisi)
GSE223748,taxid:61877,Ctenomys opimus,Highland Tuco-Tuco,Highland Tuco-Tuco (Ctenomys opimus)
GSE223748,taxid:61878,Ctenomys steinbachi,Steinbach's Tuco-Tuco,Steinbach's Tuco-Tuco (Ctenomys steinbachi)
GSE223748,taxid:62274,Sorex minutissimus,Miniscule Shrew,Miniscule Shrew (Sorex minutissimus)
GSE223748,taxid:62276,Sorex caecutiens,Laxmann's Shrew,Laxmann's Shrew (Sorex caecutiens)
GSE223748,taxid:62281,Sorex isodon,Even-Toothed Shrew,Even-Toothed Shrew (Sorex isodon)
